"","site","Survey","date","year","plot","sp","sp2","wdt_1"
"272","Heathy Spur 2","1990s","30/3/1995",1990,36,"Acrothamnus montanus","Acrothamnus",2
"273","Heathy Spur 2","1990s","30/3/1995",1990,36,"Acrothamnus montanus","Acrothamnus",10
"274","Heathy Spur 2","1990s","30/3/1995",1990,36,"Acrothamnus montanus","Acrothamnus",28
"275","Heathy Spur 2","1990s","30/3/1995",1990,36,"Acrothamnus montanus","Acrothamnus",30
"276","Heathy Spur 2","1990s","30/3/1995",1990,37,"Acrothamnus montanus","Acrothamnus",6
"277","Heathy Spur 2","1990s","30/3/1995",1990,37,"Acrothamnus montanus","Acrothamnus",10
"278","Heathy Spur 2","1990s","30/3/1995",1990,37,"Acrothamnus montanus","Acrothamnus",80
"279","Heathy Spur 2","1990s","30/3/1995",1990,38,"Acrothamnus montanus","Acrothamnus",2
"280","Heathy Spur 2","1990s","30/3/1995",1990,38,"Acrothamnus montanus","Acrothamnus",3
"281","Heathy Spur 2","1990s","30/3/1995",1990,38,"Acrothamnus montanus","Acrothamnus",9
"282","Heathy Spur 2","1990s","30/3/1995",1990,38,"Acrothamnus montanus","Acrothamnus",9
"283","Heathy Spur 2","1990s","30/3/1995",1990,38,"Acrothamnus montanus","Acrothamnus",10
"284","Heathy Spur 2","1990s","30/3/1995",1990,38,"Acrothamnus montanus","Acrothamnus",10
"285","Heathy Spur 2","1990s","30/3/1995",1990,38,"Acrothamnus montanus","Acrothamnus",21
"286","Heathy Spur 2","1990s","30/3/1995",1990,38,"Acrothamnus montanus","Acrothamnus",22
"287","Heathy Spur 2","1990s","30/3/1995",1990,38,"Acrothamnus montanus","Acrothamnus",26
"288","Heathy Spur 2","1990s","30/3/1995",1990,39,"Acrothamnus montanus","Acrothamnus",6
"289","Heathy Spur 2","1990s","30/3/1995",1990,39,"Acrothamnus montanus","Acrothamnus",16
"290","Heathy Spur 2","1990s","30/3/1995",1990,39,"Acrothamnus montanus","Acrothamnus",20
"291","Heathy Spur 2","1990s","30/3/1995",1990,39,"Acrothamnus montanus","Acrothamnus",20
"292","Heathy Spur 2","1990s","30/3/1995",1990,39,"Acrothamnus montanus","Acrothamnus",80
"293","Heathy Spur 2","1990s","30/3/1995",1990,40,"Acrothamnus montanus","Acrothamnus",16
"294","Heathy Spur 2","1990s","30/3/1995",1990,40,"Acrothamnus montanus","Acrothamnus",18
"295","Heathy Spur 2","1990s","30/3/1995",1990,40,"Acrothamnus montanus","Acrothamnus",23
"296","Heathy Spur 2","1990s","30/3/1995",1990,40,"Acrothamnus montanus","Acrothamnus",40
"297","Heathy Spur 2","1990s","30/3/1995",1990,40,"Acrothamnus montanus","Acrothamnus",62
"298","Cope Hut","1990s","9/1/1997",1990,1,"Acrothamnus montanus","Acrothamnus",5
"299","Cope Hut","1990s","9/1/1997",1990,1,"Acrothamnus montanus","Acrothamnus",5
"300","Cope Hut","1990s","9/1/1997",1990,2,"Acrothamnus montanus","Acrothamnus",38
"301","Cope Hut","1990s","9/1/1997",1990,19,"Acrothamnus montanus","Acrothamnus",12
"302","Cope Hut","1990s","9/1/1997",1990,20,"Acrothamnus montanus","Acrothamnus",6
"303","Cope Hut","1990s","9/1/1997",1990,25,"Acrothamnus montanus","Acrothamnus",10
"304","Cope Hut","1990s","9/1/1997",1990,28,"Acrothamnus montanus","Acrothamnus",11
"305","Cope Hut","1990s","9/1/1997",1990,33,"Acrothamnus montanus","Acrothamnus",9
"306","Cope Hut","1990s","9/1/1997",1990,33,"Acrothamnus montanus","Acrothamnus",61
"307","Cope Hut","1990s","9/1/1997",1990,34,"Acrothamnus montanus","Acrothamnus",7
"308","Cope Hut","1990s","9/1/1997",1990,35,"Acrothamnus montanus","Acrothamnus",7
"309","Cope Hut","1990s","9/1/1997",1990,37,"Acrothamnus montanus","Acrothamnus",38
"310","Cope Hut","1990s","9/1/1997",1990,38,"Acrothamnus montanus","Acrothamnus",5
"311","Cope Hut","1990s","9/1/1997",1990,38,"Acrothamnus montanus","Acrothamnus",8
"312","Cope Hut","1990s","9/1/1997",1990,40,"Acrothamnus montanus","Acrothamnus",3
"313","Cope Creek 2","2020s","16/1/2019",2019,2,"Acrothamnus montanus","Acrothamnus",18
"314","Cope Creek 2","2020s","16/1/2019",2019,6,"Acrothamnus montanus","Acrothamnus",6
"315","Cope Creek 2","2020s","16/1/2019",2019,8,"Acrothamnus montanus","Acrothamnus",6
"316","Cope Creek 2","2020s","16/1/2019",2019,11,"Acrothamnus montanus","Acrothamnus",5
"317","Cope Creek 2","2020s","16/1/2019",2019,14,"Acrothamnus montanus","Acrothamnus",23
"318","Cope Creek 2","2020s","16/1/2019",2019,15,"Acrothamnus montanus","Acrothamnus",31
"319","Cope Creek 2","2020s","16/1/2019",2019,16,"Acrothamnus montanus","Acrothamnus",21
"320","Cope Creek 2","2020s","16/1/2019",2019,16,"Acrothamnus montanus","Acrothamnus",24
"321","Cope Creek 2","2020s","16/1/2019",2019,19,"Acrothamnus montanus","Acrothamnus",17
"322","Cope Creek 2","2020s","16/1/2019",2019,35,"Acrothamnus montanus","Acrothamnus",13
"323","Mt Cope 2","2020s","27/1/2019",2019,1,"Acrothamnus montanus","Acrothamnus",2
"324","Mt Cope 2","2020s","27/1/2019",2019,1,"Acrothamnus montanus","Acrothamnus",3
"325","Mt Cope 2","2020s","27/1/2019",2019,1,"Acrothamnus montanus","Acrothamnus",4
"326","Mt Cope 2","2020s","27/1/2019",2019,1,"Acrothamnus montanus","Acrothamnus",4
"327","Mt Cope 2","2020s","27/1/2019",2019,1,"Acrothamnus montanus","Acrothamnus",5
"328","Mt Cope 2","2020s","27/1/2019",2019,1,"Acrothamnus montanus","Acrothamnus",6
"329","Mt Cope 2","2020s","27/1/2019",2019,1,"Acrothamnus montanus","Acrothamnus",6
"330","Mt Cope 2","2020s","27/1/2019",2019,1,"Acrothamnus montanus","Acrothamnus",9
"331","Mt Cope 2","2020s","27/1/2019",2019,1,"Acrothamnus montanus","Acrothamnus",11
"332","Mt Cope 2","2020s","27/1/2019",2019,1,"Acrothamnus montanus","Acrothamnus",13
"333","Mt Cope 2","2020s","27/1/2019",2019,1,"Acrothamnus montanus","Acrothamnus",15
"334","Mt Cope 2","2020s","27/1/2019",2019,1,"Acrothamnus montanus","Acrothamnus",52
"335","Mt Cope 2","2020s","27/1/2019",2019,1,"Acrothamnus montanus","Acrothamnus",99
"336","Mt Cope 2","2020s","27/1/2019",2019,2,"Acrothamnus montanus","Acrothamnus",34
"337","Mt Cope 2","2020s","27/1/2019",2019,2,"Acrothamnus montanus","Acrothamnus",99
"338","Mt Cope 2","2020s","27/1/2019",2019,3,"Acrothamnus montanus","Acrothamnus",6
"339","Mt Cope 2","2020s","27/1/2019",2019,3,"Acrothamnus montanus","Acrothamnus",13
"340","Mt Cope 2","2020s","27/1/2019",2019,3,"Acrothamnus montanus","Acrothamnus",16
"341","Mt Cope 2","2020s","27/1/2019",2019,3,"Acrothamnus montanus","Acrothamnus",18
"342","Mt Cope 2","2020s","27/1/2019",2019,3,"Acrothamnus montanus","Acrothamnus",22
"343","Mt Cope 2","2020s","27/1/2019",2019,3,"Acrothamnus montanus","Acrothamnus",94
"344","Mt Cope 2","2020s","27/1/2019",2019,4,"Acrothamnus montanus","Acrothamnus",69
"345","Mt Cope 2","2020s","27/1/2019",2019,5,"Acrothamnus montanus","Acrothamnus",99
"346","Mt Cope 2","2020s","27/1/2019",2019,5,"Acrothamnus montanus","Acrothamnus",99
"347","Mt Cope 2","2020s","27/1/2019",2019,6,"Acrothamnus montanus","Acrothamnus",4
"348","Mt Cope 2","2020s","27/1/2019",2019,6,"Acrothamnus montanus","Acrothamnus",7
"349","Mt Cope 2","2020s","27/1/2019",2019,6,"Acrothamnus montanus","Acrothamnus",11
"350","Mt Cope 2","2020s","27/1/2019",2019,6,"Acrothamnus montanus","Acrothamnus",12
"351","Mt Cope 2","2020s","27/1/2019",2019,6,"Acrothamnus montanus","Acrothamnus",51
"352","Mt Cope 2","2020s","27/1/2019",2019,6,"Acrothamnus montanus","Acrothamnus",84
"353","Mt Cope 2","2020s","27/1/2019",2019,6,"Acrothamnus montanus","Acrothamnus",99
"354","Mt Cope 2","2020s","27/1/2019",2019,7,"Acrothamnus montanus","Acrothamnus",6
"355","Mt Cope 2","2020s","27/1/2019",2019,7,"Acrothamnus montanus","Acrothamnus",99
"356","Mt Cope 2","2020s","27/1/2019",2019,8,"Acrothamnus montanus","Acrothamnus",22
"357","Mt Cope 2","2020s","27/1/2019",2019,8,"Acrothamnus montanus","Acrothamnus",54
"358","Mt Cope 2","2020s","27/1/2019",2019,8,"Acrothamnus montanus","Acrothamnus",63
"359","Mt Cope 2","2020s","27/1/2019",2019,8,"Acrothamnus montanus","Acrothamnus",65
"360","Mt Cope 2","2020s","27/1/2019",2019,8,"Acrothamnus montanus","Acrothamnus",68
"361","Mt Cope 2","2020s","27/1/2019",2019,8,"Acrothamnus montanus","Acrothamnus",69
"362","Mt Cope 2","2020s","27/1/2019",2019,9,"Acrothamnus montanus","Acrothamnus",5
"363","Mt Cope 2","2020s","27/1/2019",2019,9,"Acrothamnus montanus","Acrothamnus",5
"364","Mt Cope 2","2020s","27/1/2019",2019,9,"Acrothamnus montanus","Acrothamnus",8
"365","Mt Cope 2","2020s","27/1/2019",2019,9,"Acrothamnus montanus","Acrothamnus",95
"366","Mt Cope 2","2020s","27/1/2019",2019,10,"Acrothamnus montanus","Acrothamnus",99
"367","Mt Cope 2","2020s","27/1/2019",2019,11,"Acrothamnus montanus","Acrothamnus",34
"368","Mt Cope 2","2020s","27/1/2019",2019,11,"Acrothamnus montanus","Acrothamnus",57
"369","Mt Cope 2","2020s","27/1/2019",2019,11,"Acrothamnus montanus","Acrothamnus",63
"370","Mt Cope 2","2020s","27/1/2019",2019,12,"Acrothamnus montanus","Acrothamnus",44
"371","Mt Cope 2","2020s","27/1/2019",2019,12,"Acrothamnus montanus","Acrothamnus",53
"372","Mt Cope 2","2020s","27/1/2019",2019,12,"Acrothamnus montanus","Acrothamnus",72
"373","Mt Cope 2","2020s","27/1/2019",2019,13,"Acrothamnus montanus","Acrothamnus",8
"374","Mt Cope 2","2020s","27/1/2019",2019,13,"Acrothamnus montanus","Acrothamnus",10
"375","Mt Cope 2","2020s","27/1/2019",2019,13,"Acrothamnus montanus","Acrothamnus",12
"376","Mt Cope 2","2020s","27/1/2019",2019,14,"Acrothamnus montanus","Acrothamnus",48
"377","Mt Cope 2","2020s","27/1/2019",2019,14,"Acrothamnus montanus","Acrothamnus",50
"378","Mt Cope 2","2020s","27/1/2019",2019,15,"Acrothamnus montanus","Acrothamnus",3
"379","Mt Cope 2","2020s","27/1/2019",2019,15,"Acrothamnus montanus","Acrothamnus",10
"380","Mt Cope 2","2020s","27/1/2019",2019,15,"Acrothamnus montanus","Acrothamnus",11
"381","Mt Cope 2","2020s","27/1/2019",2019,15,"Acrothamnus montanus","Acrothamnus",11
"382","Mt Cope 2","2020s","27/1/2019",2019,15,"Acrothamnus montanus","Acrothamnus",16
"383","Mt Cope 2","2020s","27/1/2019",2019,15,"Acrothamnus montanus","Acrothamnus",69
"384","Mt Cope 2","2020s","27/1/2019",2019,16,"Acrothamnus montanus","Acrothamnus",5
"385","Mt Cope 2","2020s","27/1/2019",2019,16,"Acrothamnus montanus","Acrothamnus",6
"386","Mt Cope 2","2020s","27/1/2019",2019,16,"Acrothamnus montanus","Acrothamnus",7
"387","Mt Cope 2","2020s","27/1/2019",2019,16,"Acrothamnus montanus","Acrothamnus",8
"388","Mt Cope 2","2020s","27/1/2019",2019,16,"Acrothamnus montanus","Acrothamnus",12
"389","Mt Cope 2","2020s","27/1/2019",2019,16,"Acrothamnus montanus","Acrothamnus",19
"390","Mt Cope 2","2020s","27/1/2019",2019,16,"Acrothamnus montanus","Acrothamnus",41
"391","Mt Cope 2","2020s","27/1/2019",2019,16,"Acrothamnus montanus","Acrothamnus",61
"392","Mt Cope 2","2020s","27/1/2019",2019,16,"Acrothamnus montanus","Acrothamnus",99
"393","Mt Cope 2","2020s","27/1/2019",2019,17,"Acrothamnus montanus","Acrothamnus",4
"394","Mt Cope 2","2020s","27/1/2019",2019,17,"Acrothamnus montanus","Acrothamnus",6
"395","Mt Cope 2","2020s","27/1/2019",2019,17,"Acrothamnus montanus","Acrothamnus",6
"396","Mt Cope 2","2020s","27/1/2019",2019,17,"Acrothamnus montanus","Acrothamnus",11
"397","Mt Cope 2","2020s","27/1/2019",2019,17,"Acrothamnus montanus","Acrothamnus",43
"398","Mt Cope 2","2020s","27/1/2019",2019,17,"Acrothamnus montanus","Acrothamnus",66
"399","Mt Cope 2","2020s","27/1/2019",2019,17,"Acrothamnus montanus","Acrothamnus",99
"400","Mt Cope 2","2020s","27/1/2019",2019,18,"Acrothamnus montanus","Acrothamnus",26
"401","Mt Cope 2","2020s","27/1/2019",2019,18,"Acrothamnus montanus","Acrothamnus",99
"402","Mt Cope 2","2020s","27/1/2019",2019,19,"Acrothamnus montanus","Acrothamnus",51
"403","Mt Cope 2","2020s","27/1/2019",2019,19,"Acrothamnus montanus","Acrothamnus",85
"404","Mt Cope 2","2020s","27/1/2019",2019,19,"Acrothamnus montanus","Acrothamnus",99
"405","Mt Cope 2","2020s","27/1/2019",2019,20,"Acrothamnus montanus","Acrothamnus",8
"406","Mt Cope 2","2020s","27/1/2019",2019,20,"Acrothamnus montanus","Acrothamnus",94
"407","Mt Cope 2","2020s","27/1/2019",2019,21,"Acrothamnus montanus","Acrothamnus",6
"408","Mt Cope 2","2020s","27/1/2019",2019,21,"Acrothamnus montanus","Acrothamnus",10
"409","Mt Cope 2","2020s","27/1/2019",2019,21,"Acrothamnus montanus","Acrothamnus",45
"410","Mt Cope 2","2020s","27/1/2019",2019,22,"Acrothamnus montanus","Acrothamnus",5
"411","Mt Cope 2","2020s","27/1/2019",2019,23,"Acrothamnus montanus","Acrothamnus",36
"412","Mt Cope 2","2020s","27/1/2019",2019,24,"Acrothamnus montanus","Acrothamnus",8
"413","Mt Cope 2","2020s","27/1/2019",2019,24,"Acrothamnus montanus","Acrothamnus",12
"414","Mt Cope 2","2020s","27/1/2019",2019,24,"Acrothamnus montanus","Acrothamnus",18
"415","Mt Cope 2","2020s","27/1/2019",2019,24,"Acrothamnus montanus","Acrothamnus",31
"416","Mt Cope 2","2020s","27/1/2019",2019,24,"Acrothamnus montanus","Acrothamnus",40
"417","Mt Cope 2","2020s","27/1/2019",2019,24,"Acrothamnus montanus","Acrothamnus",50
"418","Mt Cope 2","2020s","27/1/2019",2019,25,"Acrothamnus montanus","Acrothamnus",2
"419","Mt Cope 2","2020s","27/1/2019",2019,25,"Acrothamnus montanus","Acrothamnus",3
"420","Mt Cope 2","2020s","27/1/2019",2019,25,"Acrothamnus montanus","Acrothamnus",4
"421","Mt Cope 2","2020s","27/1/2019",2019,25,"Acrothamnus montanus","Acrothamnus",5
"422","Mt Cope 2","2020s","27/1/2019",2019,25,"Acrothamnus montanus","Acrothamnus",10
"423","Mt Cope 2","2020s","27/1/2019",2019,25,"Acrothamnus montanus","Acrothamnus",12
"424","Mt Cope 2","2020s","27/1/2019",2019,25,"Acrothamnus montanus","Acrothamnus",21
"425","Mt Cope 2","2020s","27/1/2019",2019,25,"Acrothamnus montanus","Acrothamnus",57
"426","Mt Cope 2","2020s","27/1/2019",2019,26,"Acrothamnus montanus","Acrothamnus",9
"427","Mt Cope 2","2020s","27/1/2019",2019,26,"Acrothamnus montanus","Acrothamnus",16
"428","Mt Cope 2","2020s","27/1/2019",2019,27,"Acrothamnus montanus","Acrothamnus",37
"429","Mt Cope 2","2020s","27/1/2019",2019,28,"Acrothamnus montanus","Acrothamnus",4
"430","Mt Cope 2","2020s","27/1/2019",2019,28,"Acrothamnus montanus","Acrothamnus",6
"431","Mt Cope 2","2020s","27/1/2019",2019,28,"Acrothamnus montanus","Acrothamnus",7
"432","Mt Cope 2","2020s","27/1/2019",2019,28,"Acrothamnus montanus","Acrothamnus",11
"433","Mt Cope 2","2020s","27/1/2019",2019,28,"Acrothamnus montanus","Acrothamnus",29
"434","Mt Cope 2","2020s","27/1/2019",2019,29,"Acrothamnus montanus","Acrothamnus",7
"435","Mt Cope 2","2020s","27/1/2019",2019,29,"Acrothamnus montanus","Acrothamnus",48
"436","Mt Cope 2","2020s","27/1/2019",2019,30,"Acrothamnus montanus","Acrothamnus",99
"437","Mt Cope 2","2020s","27/1/2019",2019,31,"Acrothamnus montanus","Acrothamnus",9
"438","Mt Cope 2","2020s","27/1/2019",2019,31,"Acrothamnus montanus","Acrothamnus",12
"439","Mt Cope 2","2020s","27/1/2019",2019,31,"Acrothamnus montanus","Acrothamnus",64
"440","Mt Cope 2","2020s","27/1/2019",2019,31,"Acrothamnus montanus","Acrothamnus",66
"441","Mt Cope 2","2020s","27/1/2019",2019,31,"Acrothamnus montanus","Acrothamnus",99
"442","Mt Cope 2","2020s","27/1/2019",2019,32,"Acrothamnus montanus","Acrothamnus",5
"443","Mt Cope 2","2020s","27/1/2019",2019,33,"Acrothamnus montanus","Acrothamnus",5
"444","Mt Cope 2","2020s","27/1/2019",2019,33,"Acrothamnus montanus","Acrothamnus",96
"445","Mt Cope 2","2020s","27/1/2019",2019,33,"Acrothamnus montanus","Acrothamnus",99
"446","Mt Cope 2","2020s","27/1/2019",2019,34,"Acrothamnus montanus","Acrothamnus",70
"447","Mt Cope 2","2020s","27/1/2019",2019,35,"Acrothamnus montanus","Acrothamnus",10
"448","Mt Cope 2","2020s","27/1/2019",2019,36,"Acrothamnus montanus","Acrothamnus",40
"449","Mt Cope 2","2020s","27/1/2019",2019,36,"Acrothamnus montanus","Acrothamnus",63
"450","Mt Cope 2","2020s","27/1/2019",2019,36,"Acrothamnus montanus","Acrothamnus",66
"451","Mt Cope 2","2020s","27/1/2019",2019,36,"Acrothamnus montanus","Acrothamnus",73
"452","Mt Cope 2","2020s","27/1/2019",2019,36,"Acrothamnus montanus","Acrothamnus",95
"453","Mt Cope 2","2020s","27/1/2019",2019,36,"Acrothamnus montanus","Acrothamnus",99
"454","Mt Cope 2","2020s","27/1/2019",2019,37,"Acrothamnus montanus","Acrothamnus",30
"455","Mt Cope 2","2020s","27/1/2019",2019,37,"Acrothamnus montanus","Acrothamnus",60
"456","Mt Cope 2","2020s","27/1/2019",2019,38,"Acrothamnus montanus","Acrothamnus",20
"457","Mt Cope 2","2020s","27/1/2019",2019,38,"Acrothamnus montanus","Acrothamnus",52
"458","Mt Cope 2","2020s","27/1/2019",2019,39,"Acrothamnus montanus","Acrothamnus",83
"459","Mt Cope 2","2020s","27/1/2019",2019,39,"Acrothamnus montanus","Acrothamnus",99
"460","Mt Cope 2","2020s","27/1/2019",2019,40,"Acrothamnus montanus","Acrothamnus",9
"461","Mt Cope 2","2020s","27/1/2019",2019,40,"Acrothamnus montanus","Acrothamnus",30
"462","Mt Cope 2","2020s","27/1/2019",2019,40,"Acrothamnus montanus","Acrothamnus",99
"463","Cope Creek 1","2020s","6/2/2019",2019,25,"Acrothamnus montanus","Acrothamnus",12
"464","Middle Creek 2","2020s","2/3/2019",2019,1,"Acrothamnus montanus","Acrothamnus",7
"465","Middle Creek 2","2020s","2/3/2019",2019,1,"Acrothamnus montanus","Acrothamnus",9
"466","Middle Creek 2","2020s","2/3/2019",2019,1,"Acrothamnus montanus","Acrothamnus",9
"467","Middle Creek 2","2020s","2/3/2019",2019,1,"Acrothamnus montanus","Acrothamnus",19
"468","Middle Creek 2","2020s","2/3/2019",2019,1,"Acrothamnus montanus","Acrothamnus",23
"469","Middle Creek 2","2020s","2/3/2019",2019,2,"Acrothamnus montanus","Acrothamnus",56
"470","Middle Creek 2","2020s","2/3/2019",2019,3,"Acrothamnus montanus","Acrothamnus",4
"471","Middle Creek 2","2020s","2/3/2019",2019,3,"Acrothamnus montanus","Acrothamnus",64
"472","Middle Creek 2","2020s","2/3/2019",2019,3,"Acrothamnus montanus","Acrothamnus",85
"473","Middle Creek 2","2020s","2/3/2019",2019,4,"Acrothamnus montanus","Acrothamnus",62
"474","Middle Creek 2","2020s","2/3/2019",2019,5,"Acrothamnus montanus","Acrothamnus",17
"475","Middle Creek 2","2020s","2/3/2019",2019,5,"Acrothamnus montanus","Acrothamnus",34
"476","Middle Creek 2","2020s","2/3/2019",2019,5,"Acrothamnus montanus","Acrothamnus",57
"477","Middle Creek 2","2020s","2/3/2019",2019,5,"Acrothamnus montanus","Acrothamnus",63
"478","Middle Creek 2","2020s","2/3/2019",2019,6,"Acrothamnus montanus","Acrothamnus",6
"479","Middle Creek 2","2020s","2/3/2019",2019,6,"Acrothamnus montanus","Acrothamnus",9
"480","Middle Creek 2","2020s","2/3/2019",2019,6,"Acrothamnus montanus","Acrothamnus",96
"481","Middle Creek 2","2020s","2/3/2019",2019,7,"Acrothamnus montanus","Acrothamnus",1
"482","Middle Creek 2","2020s","2/3/2019",2019,7,"Acrothamnus montanus","Acrothamnus",1
"483","Middle Creek 2","2020s","2/3/2019",2019,7,"Acrothamnus montanus","Acrothamnus",8
"484","Middle Creek 2","2020s","2/3/2019",2019,7,"Acrothamnus montanus","Acrothamnus",65
"485","Middle Creek 2","2020s","2/3/2019",2019,7,"Acrothamnus montanus","Acrothamnus",65
"486","Middle Creek 2","2020s","2/3/2019",2019,8,"Acrothamnus montanus","Acrothamnus",8
"487","Middle Creek 2","2020s","2/3/2019",2019,8,"Acrothamnus montanus","Acrothamnus",24
"488","Middle Creek 2","2020s","2/3/2019",2019,8,"Acrothamnus montanus","Acrothamnus",35
"489","Middle Creek 2","2020s","2/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",16
"490","Middle Creek 2","2020s","2/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",65
"491","Middle Creek 2","2020s","2/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",78
"492","Middle Creek 2","2020s","2/3/2019",2019,10,"Acrothamnus montanus","Acrothamnus",3
"493","Middle Creek 2","2020s","2/3/2019",2019,10,"Acrothamnus montanus","Acrothamnus",11
"494","Middle Creek 2","2020s","2/3/2019",2019,10,"Acrothamnus montanus","Acrothamnus",74
"495","Middle Creek 2","2020s","2/3/2019",2019,10,"Acrothamnus montanus","Acrothamnus",99
"496","Middle Creek 2","2020s","2/3/2019",2019,11,"Acrothamnus montanus","Acrothamnus",4
"497","Middle Creek 2","2020s","2/3/2019",2019,11,"Acrothamnus montanus","Acrothamnus",12
"498","Middle Creek 2","2020s","2/3/2019",2019,11,"Acrothamnus montanus","Acrothamnus",13
"499","Middle Creek 2","2020s","2/3/2019",2019,11,"Acrothamnus montanus","Acrothamnus",33
"500","Middle Creek 2","2020s","2/3/2019",2019,11,"Acrothamnus montanus","Acrothamnus",56
"501","Middle Creek 2","2020s","2/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",1
"502","Middle Creek 2","2020s","2/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",1
"503","Middle Creek 2","2020s","2/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",1
"504","Middle Creek 2","2020s","2/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",2
"505","Middle Creek 2","2020s","2/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",4
"506","Middle Creek 2","2020s","2/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",4
"507","Middle Creek 2","2020s","2/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",5
"508","Middle Creek 2","2020s","2/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",7
"509","Middle Creek 2","2020s","2/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",12
"510","Middle Creek 2","2020s","2/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",18
"511","Middle Creek 2","2020s","2/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",56
"512","Middle Creek 2","2020s","2/3/2019",2019,13,"Acrothamnus montanus","Acrothamnus",9
