"","site","Survey","date","year","plot","sp","sp2","wdt_1"
"8298","Middle Creek 1","1990s","22/2/1991",1990,4,"Pimelea axiflora","Pimelea",9
"8299","Middle Creek 1","1990s","22/2/1991",1990,4,"Pimelea axiflora","Pimelea",28
"8300","Middle Creek 1","1990s","22/2/1991",1990,4,"Pimelea axiflora","Pimelea",56
"8301","Middle Creek 1","1990s","22/2/1991",1990,5,"Pimelea axiflora","Pimelea",2
"8302","Middle Creek 1","1990s","22/2/1991",1990,5,"Pimelea axiflora","Pimelea",3
"8303","Middle Creek 1","1990s","22/2/1991",1990,5,"Pimelea axiflora","Pimelea",3
"8304","Middle Creek 1","1990s","22/2/1991",1990,5,"Pimelea axiflora","Pimelea",4
"8305","Middle Creek 1","1990s","22/2/1991",1990,5,"Pimelea axiflora","Pimelea",7
"8306","Middle Creek 1","1990s","22/2/1991",1990,5,"Pimelea axiflora","Pimelea",8
"8307","Middle Creek 1","1990s","22/2/1991",1990,5,"Pimelea axiflora","Pimelea",9
"8308","Middle Creek 1","1990s","22/2/1991",1990,5,"Pimelea axiflora","Pimelea",22
"8309","Middle Creek 1","1990s","22/2/1991",1990,5,"Pimelea axiflora","Pimelea",26
"8310","Middle Creek 1","1990s","22/2/1991",1990,5,"Pimelea axiflora","Pimelea",35
"8311","Middle Creek 1","1990s","22/2/1991",1990,5,"Pimelea axiflora","Pimelea",41
"8312","Middle Creek 1","1990s","22/2/1991",1990,5,"Pimelea axiflora","Pimelea",54
"8313","Middle Creek 1","1990s","22/2/1991",1990,5,"Pimelea axiflora","Pimelea",65
"8314","Middle Creek 1","1990s","22/2/1991",1990,6,"Pimelea axiflora","Pimelea",10
"8315","Middle Creek 1","1990s","22/2/1991",1990,6,"Pimelea axiflora","Pimelea",16
"8316","Middle Creek 1","1990s","22/2/1991",1990,6,"Pimelea axiflora","Pimelea",20
"8317","Middle Creek 1","1990s","22/2/1991",1990,6,"Pimelea axiflora","Pimelea",47
"8318","Middle Creek 1","1990s","22/2/1991",1990,7,"Pimelea axiflora","Pimelea",40
"8319","Middle Creek 1","1990s","22/2/1991",1990,7,"Pimelea axiflora","Pimelea",50
"8320","Middle Creek 1","1990s","22/2/1991",1990,7,"Pimelea axiflora","Pimelea",60
"8321","Middle Creek 1","1990s","22/2/1991",1990,8,"Pimelea axiflora","Pimelea",1
"8322","Middle Creek 1","1990s","22/2/1991",1990,8,"Pimelea axiflora","Pimelea",1
"8323","Middle Creek 1","1990s","22/2/1991",1990,8,"Pimelea axiflora","Pimelea",1
"8324","Middle Creek 1","1990s","22/2/1991",1990,8,"Pimelea axiflora","Pimelea",14
"8325","Middle Creek 1","1990s","22/2/1991",1990,8,"Pimelea axiflora","Pimelea",15
"8326","Middle Creek 1","1990s","22/2/1991",1990,8,"Pimelea axiflora","Pimelea",88
"8327","Middle Creek 1","1990s","22/2/1991",1990,9,"Pimelea axiflora","Pimelea",5
"8328","Middle Creek 1","1990s","22/2/1991",1990,9,"Pimelea axiflora","Pimelea",18
"8329","Middle Creek 1","1990s","22/2/1991",1990,9,"Pimelea axiflora","Pimelea",48
"8330","Middle Creek 1","1990s","22/2/1991",1990,10,"Pimelea axiflora","Pimelea",15
"8331","Middle Creek 1","1990s","22/2/1991",1990,10,"Pimelea axiflora","Pimelea",26
"8332","Middle Creek 1","1990s","22/2/1991",1990,10,"Pimelea axiflora","Pimelea",29
"8333","Middle Creek 1","1990s","22/2/1991",1990,11,"Pimelea axiflora","Pimelea",6
"8334","Middle Creek 1","1990s","22/2/1991",1990,11,"Pimelea axiflora","Pimelea",9
"8335","Middle Creek 1","1990s","22/2/1991",1990,11,"Pimelea axiflora","Pimelea",9
"8336","Middle Creek 1","1990s","22/2/1991",1990,11,"Pimelea axiflora","Pimelea",10
"8337","Middle Creek 1","1990s","22/2/1991",1990,11,"Pimelea axiflora","Pimelea",20
"8338","Middle Creek 1","1990s","22/2/1991",1990,11,"Pimelea axiflora","Pimelea",28
"8339","Middle Creek 1","1990s","22/2/1991",1990,11,"Pimelea axiflora","Pimelea",30
"8340","Middle Creek 1","1990s","22/2/1991",1990,11,"Pimelea axiflora","Pimelea",31
"8341","Middle Creek 1","1990s","22/2/1991",1990,11,"Pimelea axiflora","Pimelea",33
"8342","Middle Creek 1","1990s","22/2/1991",1990,11,"Pimelea axiflora","Pimelea",33
"8343","Middle Creek 1","1990s","22/2/1991",1990,12,"Pimelea axiflora","Pimelea",8
"8344","Middle Creek 1","1990s","22/2/1991",1990,12,"Pimelea axiflora","Pimelea",46
"8345","Middle Creek 1","1990s","22/2/1991",1990,13,"Pimelea axiflora","Pimelea",20
"8346","Middle Creek 1","1990s","22/2/1991",1990,14,"Pimelea axiflora","Pimelea",7
"8347","Middle Creek 1","1990s","22/2/1991",1990,14,"Pimelea axiflora","Pimelea",20
"8348","Middle Creek 1","1990s","22/2/1991",1990,14,"Pimelea axiflora","Pimelea",24
"8349","Middle Creek 1","1990s","22/2/1991",1990,14,"Pimelea axiflora","Pimelea",26
"8350","Middle Creek 1","1990s","22/2/1991",1990,14,"Pimelea axiflora","Pimelea",40
"8351","Middle Creek 1","1990s","22/2/1991",1990,15,"Pimelea axiflora","Pimelea",10
"8352","Middle Creek 1","1990s","22/2/1991",1990,15,"Pimelea axiflora","Pimelea",30
"8353","Middle Creek 1","1990s","22/2/1991",1990,15,"Pimelea axiflora","Pimelea",30
"8354","Middle Creek 1","1990s","22/2/1991",1990,15,"Pimelea axiflora","Pimelea",35
"8355","Middle Creek 1","1990s","22/2/1991",1990,15,"Pimelea axiflora","Pimelea",40
"8356","Middle Creek 1","1990s","22/2/1991",1990,15,"Pimelea axiflora","Pimelea",40
"8357","Middle Creek 1","1990s","22/2/1991",1990,15,"Pimelea axiflora","Pimelea",52
"8358","Middle Creek 1","1990s","22/2/1991",1990,16,"Pimelea axiflora","Pimelea",18
"8359","Middle Creek 1","1990s","22/2/1991",1990,17,"Pimelea axiflora","Pimelea",9
"8360","Middle Creek 1","1990s","22/2/1991",1990,17,"Pimelea axiflora","Pimelea",28
"8361","Middle Creek 1","1990s","22/2/1991",1990,18,"Pimelea axiflora","Pimelea",11
"8362","Middle Creek 1","1990s","22/2/1991",1990,18,"Pimelea axiflora","Pimelea",44
"8363","Middle Creek 1","1990s","22/2/1991",1990,18,"Pimelea axiflora","Pimelea",67
"8364","Middle Creek 1","1990s","22/2/1991",1990,19,"Pimelea axiflora","Pimelea",28
"8365","Middle Creek 1","1990s","22/2/1991",1990,19,"Pimelea axiflora","Pimelea",40
"8366","Middle Creek 1","1990s","22/2/1991",1990,19,"Pimelea axiflora","Pimelea",48
"8367","Middle Creek 1","1990s","22/2/1991",1990,20,"Pimelea axiflora","Pimelea",4
"8368","Middle Creek 1","1990s","22/2/1991",1990,20,"Pimelea axiflora","Pimelea",21
"8369","Middle Creek 1","1990s","22/2/1991",1990,20,"Pimelea axiflora","Pimelea",33
"8370","Middle Creek 1","1990s","22/2/1991",1990,22,"Pimelea axiflora","Pimelea",34
"8371","Middle Creek 1","1990s","22/2/1991",1990,23,"Pimelea axiflora","Pimelea",20
"8372","Middle Creek 1","1990s","22/2/1991",1990,23,"Pimelea axiflora","Pimelea",23
"8373","Middle Creek 1","1990s","22/2/1991",1990,23,"Pimelea axiflora","Pimelea",26
"8374","Middle Creek 1","1990s","22/2/1991",1990,23,"Pimelea axiflora","Pimelea",33
"8375","Middle Creek 1","1990s","22/2/1991",1990,24,"Pimelea axiflora","Pimelea",34
"8376","Middle Creek 1","1990s","22/2/1991",1990,24,"Pimelea axiflora","Pimelea",70
"8377","Middle Creek 1","1990s","22/2/1991",1990,25,"Pimelea axiflora","Pimelea",13
"8378","Middle Creek 1","1990s","22/2/1991",1990,29,"Pimelea axiflora","Pimelea",35
"8379","Middle Creek 1","1990s","22/2/1991",1990,32,"Pimelea axiflora","Pimelea",10
"8380","Middle Creek 2","1990s","7/1/1992",1990,11,"Pimelea axiflora","Pimelea",45
"8381","Middle Creek 2","1990s","7/1/1992",1990,26,"Pimelea axiflora","Pimelea",35
"8382","Middle Creek 2","1990s","7/1/1992",1990,27,"Pimelea axiflora","Pimelea",15
"8383","Middle Creek 2","1990s","7/1/1992",1990,27,"Pimelea axiflora","Pimelea",25
"8384","Middle Creek 2","1990s","7/1/1992",1990,31,"Pimelea axiflora","Pimelea",30
"8385","Middle Creek 2","1990s","7/1/1992",1990,34,"Pimelea axiflora","Pimelea",15
"8386","Middle Creek 2","1990s","7/1/1992",1990,34,"Pimelea axiflora","Pimelea",25
"8387","Middle Creek 2","1990s","7/1/1992",1990,34,"Pimelea axiflora","Pimelea",30
"8388","Middle Creek 2","1990s","7/1/1992",1990,34,"Pimelea axiflora","Pimelea",50
"8389","Middle Creek 2","1990s","7/1/1992",1990,34,"Pimelea axiflora","Pimelea",55
"8390","Middle Creek 2","1990s","7/1/1992",1990,34,"Pimelea axiflora","Pimelea",90
"8391","Middle Creek 2","1990s","7/1/1992",1990,35,"Pimelea axiflora","Pimelea",5
"8392","Middle Creek 2","1990s","7/1/1992",1990,35,"Pimelea axiflora","Pimelea",30
"8393","Middle Creek 2","1990s","7/1/1992",1990,35,"Pimelea axiflora","Pimelea",45
"8394","Middle Creek 2","1990s","7/1/1992",1990,39,"Pimelea axiflora","Pimelea",10
"8395","Middle Creek 2","1990s","7/1/1992",1990,39,"Pimelea axiflora","Pimelea",30
"8396","Middle Creek 2","1990s","7/1/1992",1990,40,"Pimelea axiflora","Pimelea",10
"8397","Middle Creek 2","1990s","7/1/1992",1990,40,"Pimelea axiflora","Pimelea",10
"8398","Middle Creek 2","1990s","7/1/1992",1990,40,"Pimelea axiflora","Pimelea",20
"8399","Middle Creek 2","1990s","7/1/1992",1990,40,"Pimelea axiflora","Pimelea",25
"8400","Mt Cope 1","1990s","6/1/1993",1990,21,"Pimelea axiflora","Pimelea",1
"8401","Mt Cope 1","1990s","6/1/1993",1990,21,"Pimelea axiflora","Pimelea",3
"8402","Mt Cope 1","1990s","6/1/1993",1990,22,"Pimelea axiflora","Pimelea",4
"8403","Mt Cope 1","1990s","6/1/1993",1990,22,"Pimelea axiflora","Pimelea",18
"8404","Mt Cope 1","1990s","6/1/1993",1990,22,"Pimelea axiflora","Pimelea",38
"8405","Mt Cope 1","1990s","6/1/1993",1990,24,"Pimelea axiflora","Pimelea",4
"8406","Mt Cope 1","1990s","6/1/1993",1990,26,"Pimelea axiflora","Pimelea",6
"8407","Mt Cope 1","1990s","6/1/1993",1990,27,"Pimelea axiflora","Pimelea",5
"8408","Mt Cope 1","1990s","6/1/1993",1990,27,"Pimelea axiflora","Pimelea",5
"8409","Mt Cope 1","1990s","6/1/1993",1990,27,"Pimelea axiflora","Pimelea",10
"8410","Mt Cope 1","1990s","6/1/1993",1990,27,"Pimelea axiflora","Pimelea",15
"8411","Mt Cope 1","1990s","6/1/1993",1990,27,"Pimelea axiflora","Pimelea",27
"8412","Mt Cope 1","1990s","6/1/1993",1990,28,"Pimelea axiflora","Pimelea",5
"8413","Mt Cope 1","1990s","6/1/1993",1990,29,"Pimelea axiflora","Pimelea",5
"8414","Mt Cope 1","1990s","6/1/1993",1990,29,"Pimelea axiflora","Pimelea",5
"8415","Mt Cope 1","1990s","6/1/1993",1990,29,"Pimelea axiflora","Pimelea",10
"8416","Mt Cope 1","1990s","6/1/1993",1990,31,"Pimelea axiflora","Pimelea",2
"8417","Mt Cope 1","1990s","6/1/1993",1990,31,"Pimelea axiflora","Pimelea",3
"8418","Mt Cope 1","1990s","6/1/1993",1990,31,"Pimelea axiflora","Pimelea",7
"8419","Mt Cope 1","1990s","6/1/1993",1990,31,"Pimelea axiflora","Pimelea",8
"8420","Mt Cope 1","1990s","6/1/1993",1990,31,"Pimelea axiflora","Pimelea",8
"8421","Mt Cope 1","1990s","6/1/1993",1990,31,"Pimelea axiflora","Pimelea",8
"8422","Mt Cope 1","1990s","6/1/1993",1990,31,"Pimelea axiflora","Pimelea",9
"8423","Mt Cope 1","1990s","6/1/1993",1990,31,"Pimelea axiflora","Pimelea",14
"8424","Mt Cope 1","1990s","6/1/1993",1990,31,"Pimelea axiflora","Pimelea",14
"8425","Mt Cope 1","1990s","6/1/1993",1990,31,"Pimelea axiflora","Pimelea",20
"8426","Mt Cope 1","1990s","6/1/1993",1990,31,"Pimelea axiflora","Pimelea",25
"8427","Mt Cope 1","1990s","6/1/1993",1990,31,"Pimelea axiflora","Pimelea",60
"8428","Mt Cope 1","1990s","6/1/1993",1990,32,"Pimelea axiflora","Pimelea",6
"8429","Mt Cope 1","1990s","6/1/1993",1990,32,"Pimelea axiflora","Pimelea",7
"8430","Mt Cope 1","1990s","6/1/1993",1990,32,"Pimelea axiflora","Pimelea",9
"8431","Mt Cope 1","1990s","6/1/1993",1990,32,"Pimelea axiflora","Pimelea",10
"8432","Mt Cope 1","1990s","6/1/1993",1990,32,"Pimelea axiflora","Pimelea",10
"8433","Mt Cope 1","1990s","6/1/1993",1990,32,"Pimelea axiflora","Pimelea",10
"8434","Mt Cope 1","1990s","6/1/1993",1990,32,"Pimelea axiflora","Pimelea",12
"8435","Mt Cope 1","1990s","6/1/1993",1990,32,"Pimelea axiflora","Pimelea",14
"8436","Mt Cope 1","1990s","6/1/1993",1990,32,"Pimelea axiflora","Pimelea",37
"8437","Mt Cope 1","1990s","6/1/1993",1990,33,"Pimelea axiflora","Pimelea",24
"8438","Mt Cope 1","1990s","6/1/1993",1990,34,"Pimelea axiflora","Pimelea",3
"8439","Mt Cope 1","1990s","6/1/1993",1990,34,"Pimelea axiflora","Pimelea",5
"8440","Mt Cope 1","1990s","6/1/1993",1990,34,"Pimelea axiflora","Pimelea",11
"8441","Mt Cope 1","1990s","6/1/1993",1990,34,"Pimelea axiflora","Pimelea",17
"8442","Mt Cope 1","1990s","6/1/1993",1990,34,"Pimelea axiflora","Pimelea",28
"8443","Mt Cope 1","1990s","6/1/1993",1990,34,"Pimelea axiflora","Pimelea",33
"8444","Mt Cope 1","1990s","6/1/1993",1990,35,"Pimelea axiflora","Pimelea",2
"8445","Mt Cope 1","1990s","6/1/1993",1990,35,"Pimelea axiflora","Pimelea",4
"8446","Mt Cope 1","1990s","6/1/1993",1990,35,"Pimelea axiflora","Pimelea",6
"8447","Mt Cope 1","1990s","6/1/1993",1990,35,"Pimelea axiflora","Pimelea",13
"8448","Mt Cope 1","1990s","6/1/1993",1990,35,"Pimelea axiflora","Pimelea",18
"8449","Mt Cope 1","1990s","6/1/1993",1990,35,"Pimelea axiflora","Pimelea",25
"8450","Mt Cope 1","1990s","6/1/1993",1990,36,"Pimelea axiflora","Pimelea",1
"8451","Mt Cope 1","1990s","6/1/1993",1990,36,"Pimelea axiflora","Pimelea",1
"8452","Mt Cope 1","1990s","6/1/1993",1990,36,"Pimelea axiflora","Pimelea",2
"8453","Mt Cope 1","1990s","6/1/1993",1990,36,"Pimelea axiflora","Pimelea",2
"8454","Mt Cope 1","1990s","6/1/1993",1990,36,"Pimelea axiflora","Pimelea",2
"8455","Mt Cope 1","1990s","6/1/1993",1990,36,"Pimelea axiflora","Pimelea",2
"8456","Mt Cope 1","1990s","6/1/1993",1990,36,"Pimelea axiflora","Pimelea",5
"8457","Mt Cope 1","1990s","6/1/1993",1990,36,"Pimelea axiflora","Pimelea",5
"8458","Mt Cope 1","1990s","6/1/1993",1990,36,"Pimelea axiflora","Pimelea",5
"8459","Mt Cope 1","1990s","6/1/1993",1990,36,"Pimelea axiflora","Pimelea",6
"8460","Mt Cope 1","1990s","6/1/1993",1990,36,"Pimelea axiflora","Pimelea",7
"8461","Mt Cope 1","1990s","6/1/1993",1990,36,"Pimelea axiflora","Pimelea",8
"8462","Mt Cope 1","1990s","6/1/1993",1990,36,"Pimelea axiflora","Pimelea",9
"8463","Mt Cope 1","1990s","6/1/1993",1990,36,"Pimelea axiflora","Pimelea",12
"8464","Mt Cope 1","1990s","6/1/1993",1990,36,"Pimelea axiflora","Pimelea",13
"8465","Mt Cope 1","1990s","6/1/1993",1990,36,"Pimelea axiflora","Pimelea",15
"8466","Mt Cope 1","1990s","6/1/1993",1990,36,"Pimelea axiflora","Pimelea",17
"8467","Mt Cope 1","1990s","6/1/1993",1990,36,"Pimelea axiflora","Pimelea",18
"8468","Mt Cope 1","1990s","6/1/1993",1990,36,"Pimelea axiflora","Pimelea",18
"8469","Mt Cope 1","1990s","6/1/1993",1990,36,"Pimelea axiflora","Pimelea",18
"8470","Mt Cope 1","1990s","6/1/1993",1990,36,"Pimelea axiflora","Pimelea",20
"8471","Mt Cope 1","1990s","6/1/1993",1990,36,"Pimelea axiflora","Pimelea",22
"8472","Mt Cope 1","1990s","6/1/1993",1990,36,"Pimelea axiflora","Pimelea",30
"8473","Mt Cope 1","1990s","6/1/1993",1990,36,"Pimelea axiflora","Pimelea",30
"8474","Mt Cope 1","1990s","6/1/1993",1990,37,"Pimelea axiflora","Pimelea",2
"8475","Mt Cope 1","1990s","6/1/1993",1990,37,"Pimelea axiflora","Pimelea",2
"8476","Mt Cope 1","1990s","6/1/1993",1990,37,"Pimelea axiflora","Pimelea",2
"8477","Mt Cope 1","1990s","6/1/1993",1990,37,"Pimelea axiflora","Pimelea",2
"8478","Mt Cope 1","1990s","6/1/1993",1990,37,"Pimelea axiflora","Pimelea",3
"8479","Mt Cope 1","1990s","6/1/1993",1990,37,"Pimelea axiflora","Pimelea",4
"8480","Mt Cope 1","1990s","6/1/1993",1990,37,"Pimelea axiflora","Pimelea",4
"8481","Mt Cope 1","1990s","6/1/1993",1990,37,"Pimelea axiflora","Pimelea",4
"8482","Mt Cope 1","1990s","6/1/1993",1990,37,"Pimelea axiflora","Pimelea",4
"8483","Mt Cope 1","1990s","6/1/1993",1990,37,"Pimelea axiflora","Pimelea",6
"8484","Mt Cope 1","1990s","6/1/1993",1990,37,"Pimelea axiflora","Pimelea",8
"8485","Mt Cope 1","1990s","6/1/1993",1990,37,"Pimelea axiflora","Pimelea",8
"8486","Mt Cope 1","1990s","6/1/1993",1990,37,"Pimelea axiflora","Pimelea",10
"8487","Mt Cope 1","1990s","6/1/1993",1990,37,"Pimelea axiflora","Pimelea",15
"8488","Mt Cope 1","1990s","6/1/1993",1990,37,"Pimelea axiflora","Pimelea",18
"8489","Mt Cope 1","1990s","6/1/1993",1990,37,"Pimelea axiflora","Pimelea",20
"8490","Mt Cope 1","1990s","6/1/1993",1990,37,"Pimelea axiflora","Pimelea",26
"8491","Mt Cope 1","1990s","6/1/1993",1990,37,"Pimelea axiflora","Pimelea",29
"8492","Mt Cope 1","1990s","6/1/1993",1990,38,"Pimelea axiflora","Pimelea",1
"8493","Mt Cope 1","1990s","6/1/1993",1990,38,"Pimelea axiflora","Pimelea",2
"8494","Mt Cope 1","1990s","6/1/1993",1990,38,"Pimelea axiflora","Pimelea",2
"8495","Mt Cope 1","1990s","6/1/1993",1990,38,"Pimelea axiflora","Pimelea",3
"8496","Mt Cope 1","1990s","6/1/1993",1990,38,"Pimelea axiflora","Pimelea",4
"8497","Mt Cope 1","1990s","6/1/1993",1990,38,"Pimelea axiflora","Pimelea",4
"8498","Mt Cope 1","1990s","6/1/1993",1990,38,"Pimelea axiflora","Pimelea",4
"8499","Mt Cope 1","1990s","6/1/1993",1990,38,"Pimelea axiflora","Pimelea",5
"8500","Mt Cope 1","1990s","6/1/1993",1990,38,"Pimelea axiflora","Pimelea",5
"8501","Mt Cope 1","1990s","6/1/1993",1990,38,"Pimelea axiflora","Pimelea",5
"8502","Mt Cope 1","1990s","6/1/1993",1990,38,"Pimelea axiflora","Pimelea",5
"8503","Mt Cope 1","1990s","6/1/1993",1990,38,"Pimelea axiflora","Pimelea",5
"8504","Mt Cope 1","1990s","6/1/1993",1990,38,"Pimelea axiflora","Pimelea",5
"8505","Mt Cope 1","1990s","6/1/1993",1990,38,"Pimelea axiflora","Pimelea",5
"8506","Mt Cope 1","1990s","6/1/1993",1990,38,"Pimelea axiflora","Pimelea",5
"8507","Mt Cope 1","1990s","6/1/1993",1990,38,"Pimelea axiflora","Pimelea",6
"8508","Mt Cope 1","1990s","6/1/1993",1990,38,"Pimelea axiflora","Pimelea",6
"8509","Mt Cope 1","1990s","6/1/1993",1990,38,"Pimelea axiflora","Pimelea",7
"8510","Mt Cope 1","1990s","6/1/1993",1990,38,"Pimelea axiflora","Pimelea",8
"8511","Mt Cope 1","1990s","6/1/1993",1990,38,"Pimelea axiflora","Pimelea",10
"8512","Mt Cope 1","1990s","6/1/1993",1990,38,"Pimelea axiflora","Pimelea",10
"8513","Mt Cope 1","1990s","6/1/1993",1990,38,"Pimelea axiflora","Pimelea",11
"8514","Mt Cope 1","1990s","6/1/1993",1990,38,"Pimelea axiflora","Pimelea",12
"8515","Mt Cope 1","1990s","6/1/1993",1990,38,"Pimelea axiflora","Pimelea",12
"8516","Mt Cope 1","1990s","6/1/1993",1990,38,"Pimelea axiflora","Pimelea",13
"8517","Mt Cope 1","1990s","6/1/1993",1990,38,"Pimelea axiflora","Pimelea",14
"8518","Mt Cope 1","1990s","6/1/1993",1990,38,"Pimelea axiflora","Pimelea",15
"8519","Mt Cope 1","1990s","6/1/1993",1990,38,"Pimelea axiflora","Pimelea",15
"8520","Mt Cope 1","1990s","6/1/1993",1990,38,"Pimelea axiflora","Pimelea",18
"8521","Mt Cope 1","1990s","6/1/1993",1990,38,"Pimelea axiflora","Pimelea",40
"8522","Mt Cope 1","1990s","6/1/1993",1990,39,"Pimelea axiflora","Pimelea",2
"8523","Mt Cope 1","1990s","6/1/1993",1990,39,"Pimelea axiflora","Pimelea",11
"8524","Mt Cope 1","1990s","6/1/1993",1990,39,"Pimelea axiflora","Pimelea",13
"8525","Mt Cope 1","1990s","6/1/1993",1990,39,"Pimelea axiflora","Pimelea",24
"8526","Mt Cope 1","1990s","6/1/1993",1990,39,"Pimelea axiflora","Pimelea",27
"8527","Mt Cope 1","1990s","6/1/1993",1990,40,"Pimelea axiflora","Pimelea",5
"8528","Mt Cope 1","1990s","6/1/1993",1990,40,"Pimelea axiflora","Pimelea",14
"8529","Mt Cope 1","1990s","6/1/1993",1990,40,"Pimelea axiflora","Pimelea",18
"8530","Mt Cope 1","1990s","6/1/1993",1990,40,"Pimelea axiflora","Pimelea",28
"8531","Mt Cope 1","1990s","6/1/1993",1990,40,"Pimelea axiflora","Pimelea",33
"8532","Mt Cope 2","1990s","6/1/1993",1990,26,"Pimelea axiflora","Pimelea",4
"8533","Mt Cope 2","1990s","6/1/1993",1990,26,"Pimelea axiflora","Pimelea",6
"8534","Mt Cope 2","1990s","6/1/1993",1990,26,"Pimelea axiflora","Pimelea",7
"8535","Mt Cope 2","1990s","6/1/1993",1990,26,"Pimelea axiflora","Pimelea",9
"8536","Mt Cope 2","1990s","6/1/1993",1990,26,"Pimelea axiflora","Pimelea",9
"8537","Mt Cope 2","1990s","6/1/1993",1990,26,"Pimelea axiflora","Pimelea",15
"8538","Mt Cope 2","1990s","6/1/1993",1990,26,"Pimelea axiflora","Pimelea",25
"8539","Mt Cope 2","1990s","6/1/1993",1990,31,"Pimelea axiflora","Pimelea",1
"8540","Mt Cope 2","1990s","6/1/1993",1990,31,"Pimelea axiflora","Pimelea",1
"8541","Mt Cope 2","1990s","6/1/1993",1990,31,"Pimelea axiflora","Pimelea",1
"8542","Mt Cope 2","1990s","6/1/1993",1990,31,"Pimelea axiflora","Pimelea",7
"8543","Mt Cope 2","1990s","6/1/1993",1990,31,"Pimelea axiflora","Pimelea",8
"8544","Mt Cope 2","1990s","6/1/1993",1990,31,"Pimelea axiflora","Pimelea",10
"8545","Mt Cope 2","1990s","6/1/1993",1990,31,"Pimelea axiflora","Pimelea",11
"8546","Heathy Spur 2","1990s","30/3/1995",1990,1,"Pimelea axiflora","Pimelea",1
"8547","Heathy Spur 2","1990s","30/3/1995",1990,1,"Pimelea axiflora","Pimelea",1
"8548","Heathy Spur 2","1990s","30/3/1995",1990,1,"Pimelea axiflora","Pimelea",1
"8549","Heathy Spur 2","1990s","30/3/1995",1990,1,"Pimelea axiflora","Pimelea",4
"8550","Heathy Spur 2","1990s","30/3/1995",1990,1,"Pimelea axiflora","Pimelea",4
"8551","Heathy Spur 2","1990s","30/3/1995",1990,1,"Pimelea axiflora","Pimelea",4
"8552","Heathy Spur 2","1990s","30/3/1995",1990,1,"Pimelea axiflora","Pimelea",5
"8553","Heathy Spur 2","1990s","30/3/1995",1990,1,"Pimelea axiflora","Pimelea",5
"8554","Heathy Spur 2","1990s","30/3/1995",1990,1,"Pimelea axiflora","Pimelea",6
"8555","Heathy Spur 2","1990s","30/3/1995",1990,1,"Pimelea axiflora","Pimelea",10
"8556","Heathy Spur 2","1990s","30/3/1995",1990,1,"Pimelea axiflora","Pimelea",12
"8557","Heathy Spur 2","1990s","30/3/1995",1990,1,"Pimelea axiflora","Pimelea",18
"8558","Heathy Spur 2","1990s","30/3/1995",1990,1,"Pimelea axiflora","Pimelea",20
"8559","Heathy Spur 2","1990s","30/3/1995",1990,1,"Pimelea axiflora","Pimelea",25
"8560","Heathy Spur 2","1990s","30/3/1995",1990,2,"Pimelea axiflora","Pimelea",1
"8561","Heathy Spur 2","1990s","30/3/1995",1990,2,"Pimelea axiflora","Pimelea",5
"8562","Heathy Spur 2","1990s","30/3/1995",1990,2,"Pimelea axiflora","Pimelea",7
"8563","Heathy Spur 2","1990s","30/3/1995",1990,2,"Pimelea axiflora","Pimelea",10
"8564","Heathy Spur 2","1990s","30/3/1995",1990,2,"Pimelea axiflora","Pimelea",18
"8565","Heathy Spur 2","1990s","30/3/1995",1990,4,"Pimelea axiflora","Pimelea",3
"8566","Heathy Spur 2","1990s","30/3/1995",1990,4,"Pimelea axiflora","Pimelea",3
"8567","Heathy Spur 2","1990s","30/3/1995",1990,4,"Pimelea axiflora","Pimelea",4
"8568","Heathy Spur 2","1990s","30/3/1995",1990,4,"Pimelea axiflora","Pimelea",9
"8569","Heathy Spur 2","1990s","30/3/1995",1990,4,"Pimelea axiflora","Pimelea",17
"8570","Heathy Spur 2","1990s","30/3/1995",1990,5,"Pimelea axiflora","Pimelea",3
"8571","Heathy Spur 2","1990s","30/3/1995",1990,5,"Pimelea axiflora","Pimelea",4
"8572","Heathy Spur 2","1990s","30/3/1995",1990,5,"Pimelea axiflora","Pimelea",4
"8573","Heathy Spur 2","1990s","30/3/1995",1990,5,"Pimelea axiflora","Pimelea",8
"8574","Heathy Spur 2","1990s","30/3/1995",1990,5,"Pimelea axiflora","Pimelea",8
"8575","Heathy Spur 2","1990s","30/3/1995",1990,5,"Pimelea axiflora","Pimelea",9
"8576","Heathy Spur 2","1990s","30/3/1995",1990,5,"Pimelea axiflora","Pimelea",13
"8577","Heathy Spur 2","1990s","30/3/1995",1990,5,"Pimelea axiflora","Pimelea",14
"8578","Heathy Spur 2","1990s","30/3/1995",1990,5,"Pimelea axiflora","Pimelea",25
"8579","Heathy Spur 2","1990s","30/3/1995",1990,6,"Pimelea axiflora","Pimelea",2
"8580","Heathy Spur 2","1990s","30/3/1995",1990,6,"Pimelea axiflora","Pimelea",2
"8581","Heathy Spur 2","1990s","30/3/1995",1990,6,"Pimelea axiflora","Pimelea",4
"8582","Heathy Spur 2","1990s","30/3/1995",1990,6,"Pimelea axiflora","Pimelea",4
"8583","Heathy Spur 2","1990s","30/3/1995",1990,6,"Pimelea axiflora","Pimelea",5
"8584","Heathy Spur 2","1990s","30/3/1995",1990,6,"Pimelea axiflora","Pimelea",8
"8585","Heathy Spur 2","1990s","30/3/1995",1990,6,"Pimelea axiflora","Pimelea",10
"8586","Heathy Spur 2","1990s","30/3/1995",1990,6,"Pimelea axiflora","Pimelea",10
"8587","Heathy Spur 2","1990s","30/3/1995",1990,6,"Pimelea axiflora","Pimelea",15
