"","site","Survey","date","year","plot","sp","sp2","wdt_1","wdt_2","ht","area","area_m","notes","X","X.1","X.2"
"8529","Cope Creek 2","2020s","16/1/2019",2019,26,"Pimelea axiflora","Pimelea",38,35,19,1134,815,0,11340815,"",NA
"8530","Cope Creek 2","2020s","16/1/2019",2019,27,"Pimelea axiflora","Pimelea",2,2,11,3,1415,0,31415,"",NA
"8531","Cope Creek 2","2020s","16/1/2019",2019,27,"Pimelea axiflora","Pimelea",16,16,18,201,56,0,201056,"",NA
"8532","Cope Creek 2","2020s","16/1/2019",2019,27,"Pimelea axiflora","Pimelea",36,35,22,1017,846,0,1017846,"",NA
"8533","Cope Creek 2","2020s","16/1/2019",2019,27,"Pimelea axiflora","Pimelea",44,40,26,1520,486,0,1520486,"",NA
"8534","Cope Creek 2","2020s","16/1/2019",2019,27,"Pimelea axiflora","Pimelea",92,74,34,6647,414,0,6647414,"",NA
"8535","Cope Creek 2","2020s","16/1/2019",2019,27,"Pimelea axiflora","Pimelea",99,96,31,10028,45338,1,2845338,"",NA
"8536","Cope Creek 2","2020s","16/1/2019",2019,28,"Pimelea axiflora","Pimelea",7,7,13,38,483375,0,3848338,"",NA
"8537","Cope Creek 2","2020s","16/1/2019",2019,28,"Pimelea axiflora","Pimelea",13,12,11,132,728375,0,13272838,"",NA
"8538","Cope Creek 2","2020s","16/1/2019",2019,28,"Pimelea axiflora","Pimelea",66,55,28,3421,935,0,34210935,"",NA
"8539","Cope Creek 2","2020s","16/1/2019",2019,28,"Pimelea axiflora","Pimelea",84,75,22,5541,606,0,5541606,"",NA
"8540","Cope Creek 2","2020s","16/1/2019",2019,29,"Pimelea axiflora","Pimelea",21,17,18,346,350375,0,34635038,"",NA
"8541","Cope Creek 2","2020s","16/1/2019",2019,29,"Pimelea axiflora","Pimelea",30,31,21,706,8375,0,7068375,"",NA
"8542","Cope Creek 2","2020s","16/1/2019",2019,29,"Pimelea axiflora","Pimelea",51,29,24,2042,760375,0,204276038,"",NA
"8543","Cope Creek 2","2020s","16/1/2019",2019,30,"Pimelea axiflora","Pimelea",9,4,7,63,615375,0,6361538,"",NA
"8544","Cope Creek 2","2020s","16/1/2019",2019,30,"Pimelea axiflora","Pimelea",37,27,18,1075,178375,0,107517838,"",NA
"8545","Cope Creek 2","2020s","16/1/2019",2019,31,"Pimelea axiflora","Pimelea",4,3,7,12,566,0,12566,"",NA
"8546","Cope Creek 2","2020s","16/1/2019",2019,31,"Pimelea axiflora","Pimelea",7,6,12,38,483375,0,3848338,"",NA
"8547","Cope Creek 2","2020s","16/1/2019",2019,31,"Pimelea axiflora","Pimelea",10,10,8,78,5375,0,785375,"",NA
"8548","Cope Creek 2","2020s","16/1/2019",2019,31,"Pimelea axiflora","Pimelea",15,17,10,176,709375,0,17670938,"",NA
"8549","Cope Creek 2","2020s","16/1/2019",2019,31,"Pimelea axiflora","Pimelea",17,16,12,226,973375,0,22697338,"",NA
"8550","Cope Creek 2","2020s","16/1/2019",2019,31,"Pimelea axiflora","Pimelea",32,21,14,804,224,0,804224,"",NA
"8551","Cope Creek 2","2020s","16/1/2019",2019,31,"Pimelea axiflora","Pimelea",43,34,19,1452,158375,0,145215838,"",NA
"8552","Cope Creek 2","2020s","16/1/2019",2019,31,"Pimelea axiflora","Pimelea",51,25,18,2042,760375,0,204276038,"",NA
"8553","Cope Creek 2","2020s","16/1/2019",2019,35,"Pimelea axiflora","Pimelea",20,13,9,314,15,0,31415,"",NA
"8554","Cope Creek 2","2020s","16/1/2019",2019,35,"Pimelea axiflora","Pimelea",20,15,15,314,15,0,31415,"",NA
"8555","Cope Creek 2","2020s","16/1/2019",2019,35,"Pimelea axiflora","Pimelea",25,34,20,490,859375,0,49085938,"",NA
"8556","Cope Creek 2","2020s","16/1/2019",2019,35,"Pimelea axiflora","Pimelea",33,31,22,855,273375,0,85527338,"",NA
"8557","Cope Creek 2","2020s","16/1/2019",2019,35,"Pimelea axiflora","Pimelea",52,54,24,2123,654,0,2123654,"",NA
"8558","Cope Creek 2","2020s","16/1/2019",2019,36,"Pimelea axiflora","Pimelea",30,23,16,706,8375,0,7068375,"",NA
"8559","Cope Creek 2","2020s","16/1/2019",2019,36,"Pimelea axiflora","Pimelea",47,42,17,1734,893375,0,173489338,"",NA
"8560","Cope Creek 2","2020s","16/1/2019",2019,38,"Pimelea axiflora","Pimelea",3,3,6,7,68375,0,706838,"",NA
"8561","Cope Creek 2","2020s","16/1/2019",2019,38,"Pimelea axiflora","Pimelea",3,3,12,7,68375,0,706838,"",NA
"8562","Cope Creek 2","2020s","16/1/2019",2019,38,"Pimelea axiflora","Pimelea",7,5,11,38,483375,0,3848338,"",NA
"8563","Cope Creek 2","2020s","16/1/2019",2019,38,"Pimelea axiflora","Pimelea",10,8,9,78,5375,0,785375,"",NA
"8564","Cope Creek 2","2020s","16/1/2019",2019,38,"Pimelea axiflora","Pimelea",19,20,11,283,520375,0,28352038,"",NA
"8565","Cope Creek 2","2020s","16/1/2019",2019,38,"Pimelea axiflora","Pimelea",24,21,13,452,376,0,452376,"",NA
"8566","Cope Creek 2","2020s","16/1/2019",2019,38,"Pimelea axiflora","Pimelea",51,49,20,2042,760375,0,204276038,"",NA
"8567","Cope Creek 2","2020s","16/1/2019",2019,38,"Pimelea axiflora","Pimelea",52,32,22,2123,654,0,2123654,"",NA
"8568","Cope Creek 2","2020s","16/1/2019",2019,39,"Pimelea axiflora","Pimelea",10,5,7,78,5375,0,785375,"",NA
"8569","Cope Creek 2","2020s","16/1/2019",2019,39,"Pimelea axiflora","Pimelea",11,13,9,95,30375,0,9503038,"",NA
"8570","Cope Creek 2","2020s","16/1/2019",2019,39,"Pimelea axiflora","Pimelea",12,14,11,113,94,0,113094,"",NA
"8571","Cope Creek 2","2020s","16/1/2019",2019,39,"Pimelea axiflora","Pimelea",28,44,20,615,734,0,615734,"",NA
"8572","Cope Creek 2","2020s","16/1/2019",2019,39,"Pimelea axiflora","Pimelea",33,28,19,855,273375,0,85527338,"",NA
"8573","Cope Creek 2","2020s","16/1/2019",2019,39,"Pimelea axiflora","Pimelea",37,57,26,1075,178375,0,107517838,"",NA
"8574","Cope Creek 2","2020s","16/1/2019",2019,39,"Pimelea axiflora","Pimelea",41,30,18,1320,215375,0,132021538,"",NA
"8575","Cope Creek 2","2020s","16/1/2019",2019,39,"Pimelea axiflora","Pimelea",55,49,23,2375,759375,0,237575938,"",NA
"8576","Middle Creek 2","2020s","2/3/2019",2019,1,"Pimelea axiflora","Pimelea",1,2,6,0,785375,7,8,"5.40E+00",NA
"8577","Middle Creek 2","2020s","2/3/2019",2019,1,"Pimelea axiflora","Pimelea",1,1,3,0,785375,7,8,"5.40E+00",NA
"8578","Middle Creek 2","2020s","2/3/2019",2019,1,"Pimelea axiflora","Pimelea",2,3,7,3,1415,0,31415,"",NA
"8579","Middle Creek 2","2020s","2/3/2019",2019,1,"Pimelea axiflora","Pimelea",2,5,7,3,1415,0,31415,"",NA
"8580","Middle Creek 2","2020s","2/3/2019",2019,1,"Pimelea axiflora","Pimelea",2,1,4,3,1415,0,31415,"",NA
"8581","Middle Creek 2","2020s","2/3/2019",2019,1,"Pimelea axiflora","Pimelea",3,4,13,7,68375,0,706838,"",NA
"8582","Middle Creek 2","2020s","2/3/2019",2019,1,"Pimelea axiflora","Pimelea",3,5,7,7,68375,0,706838,"",NA
"8583","Middle Creek 2","2020s","2/3/2019",2019,1,"Pimelea axiflora","Pimelea",3,3,8,7,68375,0,706838,"",NA
"8584","Middle Creek 2","2020s","2/3/2019",2019,1,"Pimelea axiflora","Pimelea",4,4,6,12,566,0,12566,"",NA
"8585","Middle Creek 2","2020s","2/3/2019",2019,1,"Pimelea axiflora","Pimelea",4,5,5,12,566,0,12566,"",NA
"8586","Middle Creek 2","2020s","2/3/2019",2019,1,"Pimelea axiflora","Pimelea",5,4,6,19,634375,0,1963438,"",NA
"8587","Middle Creek 2","2020s","2/3/2019",2019,1,"Pimelea axiflora","Pimelea",6,9,10,28,2735,0,282735,"",NA
"8588","Middle Creek 2","2020s","2/3/2019",2019,1,"Pimelea axiflora","Pimelea",6,6,14,28,2735,0,282735,"",NA
"8589","Middle Creek 2","2020s","2/3/2019",2019,1,"Pimelea axiflora","Pimelea",7,3,9,38,483375,0,3848338,"",NA
"8590","Middle Creek 2","2020s","2/3/2019",2019,1,"Pimelea axiflora","Pimelea",7,9,11,38,483375,0,3848338,"",NA
"8591","Middle Creek 2","2020s","2/3/2019",2019,1,"Pimelea axiflora","Pimelea",7,3,11,38,483375,0,3848338,"",NA
"8592","Middle Creek 2","2020s","2/3/2019",2019,1,"Pimelea axiflora","Pimelea",7,6,8,38,483375,0,3848338,"",NA
"8593","Middle Creek 2","2020s","2/3/2019",2019,1,"Pimelea axiflora","Pimelea",8,5,14,50,264,0,50264,"",NA
"8594","Middle Creek 2","2020s","2/3/2019",2019,1,"Pimelea axiflora","Pimelea",9,5,11,63,615375,0,6361538,"",NA
"8595","Middle Creek 2","2020s","2/3/2019",2019,1,"Pimelea axiflora","Pimelea",9,7,12,63,615375,0,6361538,"",NA
"8596","Middle Creek 2","2020s","2/3/2019",2019,1,"Pimelea axiflora","Pimelea",10,6,20,78,5375,0,785375,"",NA
"8597","Middle Creek 2","2020s","2/3/2019",2019,1,"Pimelea axiflora","Pimelea",10,8,14,78,5375,0,785375,"",NA
"8598","Middle Creek 2","2020s","2/3/2019",2019,1,"Pimelea axiflora","Pimelea",12,13,14,113,94,0,113094,"",NA
"8599","Middle Creek 2","2020s","2/3/2019",2019,1,"Pimelea axiflora","Pimelea",16,8,22,201,56,0,201056,"",NA
"8600","Middle Creek 2","2020s","2/3/2019",2019,1,"Pimelea axiflora","Pimelea",17,14,18,226,973375,0,22697338,"",NA
"8601","Middle Creek 2","2020s","2/3/2019",2019,1,"Pimelea axiflora","Pimelea",19,14,13,283,520375,0,28352038,"",NA
"8602","Middle Creek 2","2020s","2/3/2019",2019,1,"Pimelea axiflora","Pimelea",19,15,14,283,520375,0,28352038,"",NA
"8603","Middle Creek 2","2020s","2/3/2019",2019,1,"Pimelea axiflora","Pimelea",19,23,21,283,520375,0,28352038,"",NA
"8604","Middle Creek 2","2020s","2/3/2019",2019,1,"Pimelea axiflora","Pimelea",21,12,14,346,350375,0,34635038,"",NA
"8605","Middle Creek 2","2020s","2/3/2019",2019,1,"Pimelea axiflora","Pimelea",23,14,16,415,463375,0,41546338,"",NA
"8606","Middle Creek 2","2020s","2/3/2019",2019,2,"Pimelea axiflora","Pimelea",13,24,19,132,728375,0,13272838,"",NA
"8607","Middle Creek 2","2020s","2/3/2019",2019,2,"Pimelea axiflora","Pimelea",19,12,10,283,520375,0,28352038,"",NA
"8608","Middle Creek 2","2020s","2/3/2019",2019,3,"Pimelea axiflora","Pimelea",3,1,2,7,68375,0,706838,"",NA
"8609","Middle Creek 2","2020s","2/3/2019",2019,3,"Pimelea axiflora","Pimelea",3,6,12,7,68375,0,706838,"",NA
"8610","Middle Creek 2","2020s","2/3/2019",2019,3,"Pimelea axiflora","Pimelea",3,2,8,7,68375,0,706838,"",NA
"8611","Middle Creek 2","2020s","2/3/2019",2019,3,"Pimelea axiflora","Pimelea",3,4,22,7,68375,0,706838,"",NA
"8612","Middle Creek 2","2020s","2/3/2019",2019,3,"Pimelea axiflora","Pimelea",4,7,10,12,566,0,12566,"",NA
"8613","Middle Creek 2","2020s","2/3/2019",2019,3,"Pimelea axiflora","Pimelea",8,5,3,50,264,0,50264,"",NA
"8614","Middle Creek 2","2020s","2/3/2019",2019,3,"Pimelea axiflora","Pimelea",10,6,21,78,5375,0,785375,"",NA
"8615","Middle Creek 2","2020s","2/3/2019",2019,3,"Pimelea axiflora","Pimelea",17,12,10,226,973375,0,22697338,"",NA
"8616","Middle Creek 2","2020s","2/3/2019",2019,3,"Pimelea axiflora","Pimelea",42,11,35,1385,4015,0,13854015,"",NA
"8617","Middle Creek 2","2020s","2/3/2019",2019,3,"Pimelea axiflora","Pimelea",78,55,45,4778,2215,0,47782215,"",NA
"8618","Middle Creek 2","2020s","2/3/2019",2019,4,"Pimelea axiflora","Pimelea",3,3,9,7,68375,0,706838,"",NA
"8619","Middle Creek 2","2020s","2/3/2019",2019,4,"Pimelea axiflora","Pimelea",4,3,8,12,566,0,12566,"",NA
"8620","Middle Creek 2","2020s","2/3/2019",2019,4,"Pimelea axiflora","Pimelea",6,5,10,28,2735,0,282735,"",NA
"8621","Middle Creek 2","2020s","2/3/2019",2019,4,"Pimelea axiflora","Pimelea",7,11,23,38,483375,0,3848338,"",NA
"8622","Middle Creek 2","2020s","2/3/2019",2019,4,"Pimelea axiflora","Pimelea",7,10,13,38,483375,0,3848338,"",NA
"8623","Middle Creek 2","2020s","2/3/2019",2019,4,"Pimelea axiflora","Pimelea",9,10,17,63,615375,0,6361538,"",NA
"8624","Middle Creek 2","2020s","2/3/2019",2019,4,"Pimelea axiflora","Pimelea",10,8,14,78,5375,0,785375,"",NA
"8625","Middle Creek 2","2020s","2/3/2019",2019,4,"Pimelea axiflora","Pimelea",11,8,20,95,30375,0,9503038,"",NA
"8626","Middle Creek 2","2020s","2/3/2019",2019,4,"Pimelea axiflora","Pimelea",12,6,5,113,94,0,113094,"",NA
"8627","Middle Creek 2","2020s","2/3/2019",2019,4,"Pimelea axiflora","Pimelea",12,9,14,113,94,0,113094,"",NA
"8628","Middle Creek 2","2020s","2/3/2019",2019,4,"Pimelea axiflora","Pimelea",13,14,17,132,728375,0,13272838,"",NA
"8629","Middle Creek 2","2020s","2/3/2019",2019,4,"Pimelea axiflora","Pimelea",13,12,13,132,728375,0,13272838,"",NA
"8630","Middle Creek 2","2020s","2/3/2019",2019,4,"Pimelea axiflora","Pimelea",13,9,7,132,728375,0,13272838,"",NA
"8631","Middle Creek 2","2020s","2/3/2019",2019,4,"Pimelea axiflora","Pimelea",16,17,19,201,56,0,201056,"",NA
"8632","Middle Creek 2","2020s","2/3/2019",2019,4,"Pimelea axiflora","Pimelea",17,13,16,226,973375,0,22697338,"",NA
"8633","Middle Creek 2","2020s","2/3/2019",2019,4,"Pimelea axiflora","Pimelea",20,12,33,314,15,0,31415,"",NA
"8634","Middle Creek 2","2020s","2/3/2019",2019,4,"Pimelea axiflora","Pimelea",22,18,24,380,1215,0,3801215,"",NA
"8635","Middle Creek 2","2020s","2/3/2019",2019,4,"Pimelea axiflora","Pimelea",25,23,19,490,859375,0,49085938,"",NA
"8636","Middle Creek 2","2020s","2/3/2019",2019,4,"Pimelea axiflora","Pimelea",25,23,22,490,859375,0,49085938,"",NA
"8637","Middle Creek 2","2020s","2/3/2019",2019,4,"Pimelea axiflora","Pimelea",34,27,24,907,8935,0,9078935,"",NA
"8638","Middle Creek 2","2020s","2/3/2019",2019,5,"Pimelea axiflora","Pimelea",5,3,9,19,634375,0,1963438,"",NA
"8639","Middle Creek 2","2020s","2/3/2019",2019,5,"Pimelea axiflora","Pimelea",6,5,12,28,2735,0,282735,"",NA
"8640","Middle Creek 2","2020s","2/3/2019",2019,5,"Pimelea axiflora","Pimelea",7,6,3,38,483375,0,3848338,"",NA
"8641","Middle Creek 2","2020s","2/3/2019",2019,5,"Pimelea axiflora","Pimelea",9,5,13,63,615375,0,6361538,"",NA
"8642","Middle Creek 2","2020s","2/3/2019",2019,5,"Pimelea axiflora","Pimelea",11,9,13,95,30375,0,9503038,"",NA
"8643","Middle Creek 2","2020s","2/3/2019",2019,5,"Pimelea axiflora","Pimelea",13,8,18,132,728375,0,13272838,"",NA
"8644","Middle Creek 2","2020s","2/3/2019",2019,5,"Pimelea axiflora","Pimelea",17,12,13,226,973375,0,22697338,"",NA
"8645","Middle Creek 2","2020s","2/3/2019",2019,5,"Pimelea axiflora","Pimelea",21,23,23,346,350375,0,34635038,"",NA
"8646","Middle Creek 2","2020s","2/3/2019",2019,5,"Pimelea axiflora","Pimelea",22,16,15,380,1215,0,3801215,"",NA
"8647","Middle Creek 2","2020s","2/3/2019",2019,5,"Pimelea axiflora","Pimelea",34,22,10,907,8935,0,9078935,"",NA
"8648","Middle Creek 2","2020s","2/3/2019",2019,6,"Pimelea axiflora","Pimelea",5,3,16,19,634375,0,1963438,"",NA
"8649","Middle Creek 2","2020s","2/3/2019",2019,6,"Pimelea axiflora","Pimelea",13,12,13,132,728375,0,13272838,"",NA
"8650","Middle Creek 2","2020s","2/3/2019",2019,6,"Pimelea axiflora","Pimelea",14,9,21,153,9335,0,1539335,"",NA
"8651","Middle Creek 2","2020s","2/3/2019",2019,6,"Pimelea axiflora","Pimelea",19,20,18,283,520375,0,28352038,"",NA
"8652","Middle Creek 2","2020s","2/3/2019",2019,6,"Pimelea axiflora","Pimelea",22,37,22,380,1215,0,3801215,"",NA
"8653","Middle Creek 2","2020s","2/3/2019",2019,6,"Pimelea axiflora","Pimelea",23,24,25,415,463375,0,41546338,"",NA
"8654","Middle Creek 2","2020s","2/3/2019",2019,6,"Pimelea axiflora","Pimelea",29,24,23,660,500375,0,66050038,"",NA
"8655","Middle Creek 2","2020s","2/3/2019",2019,6,"Pimelea axiflora","Pimelea",29,27,20,660,500375,0,66050038,"",NA
"8656","Middle Creek 2","2020s","2/3/2019",2019,6,"Pimelea axiflora","Pimelea",57,38,28,2551,683375,0,255168338,"",NA
"8657","Middle Creek 2","2020s","2/3/2019",2019,7,"Pimelea axiflora","Pimelea",4,5,12,12,566,0,12566,"",NA
"8658","Middle Creek 2","2020s","2/3/2019",2019,7,"Pimelea axiflora","Pimelea",5,3,10,19,634375,0,1963438,"",NA
"8659","Middle Creek 2","2020s","2/3/2019",2019,7,"Pimelea axiflora","Pimelea",6,7,12,28,2735,0,282735,"",NA
"8660","Middle Creek 2","2020s","2/3/2019",2019,7,"Pimelea axiflora","Pimelea",6,22,35,28,2735,0,282735,"",NA
"8661","Middle Creek 2","2020s","2/3/2019",2019,7,"Pimelea axiflora","Pimelea",6,4,11,28,2735,0,282735,"",NA
"8662","Middle Creek 2","2020s","2/3/2019",2019,7,"Pimelea axiflora","Pimelea",7,4,13,38,483375,0,3848338,"",NA
"8663","Middle Creek 2","2020s","2/3/2019",2019,7,"Pimelea axiflora","Pimelea",8,6,12,50,264,0,50264,"",NA
"8664","Middle Creek 2","2020s","2/3/2019",2019,7,"Pimelea axiflora","Pimelea",8,7,13,50,264,0,50264,"",NA
"8665","Middle Creek 2","2020s","2/3/2019",2019,7,"Pimelea axiflora","Pimelea",11,9,16,95,30375,0,9503038,"",NA
"8666","Middle Creek 2","2020s","2/3/2019",2019,7,"Pimelea axiflora","Pimelea",11,12,13,95,30375,0,9503038,"",NA
"8667","Middle Creek 2","2020s","2/3/2019",2019,7,"Pimelea axiflora","Pimelea",13,14,16,132,728375,0,13272838,"",NA
"8668","Middle Creek 2","2020s","2/3/2019",2019,7,"Pimelea axiflora","Pimelea",13,14,26,132,728375,0,13272838,"",NA
"8669","Middle Creek 2","2020s","2/3/2019",2019,7,"Pimelea axiflora","Pimelea",13,14,19,132,728375,0,13272838,"",NA
"8670","Middle Creek 2","2020s","2/3/2019",2019,7,"Pimelea axiflora","Pimelea",19,15,15,283,520375,0,28352038,"",NA
"8671","Middle Creek 2","2020s","2/3/2019",2019,7,"Pimelea axiflora","Pimelea",20,11,13,314,15,0,31415,"",NA
"8672","Middle Creek 2","2020s","2/3/2019",2019,7,"Pimelea axiflora","Pimelea",42,22,26,1385,4015,0,13854015,"",NA
"8673","Middle Creek 2","2020s","2/3/2019",2019,8,"Pimelea axiflora","Pimelea",2,2,5,3,1415,0,31415,"",NA
"8674","Middle Creek 2","2020s","2/3/2019",2019,8,"Pimelea axiflora","Pimelea",4,4,11,12,566,0,12566,"",NA
"8675","Middle Creek 2","2020s","2/3/2019",2019,8,"Pimelea axiflora","Pimelea",4,2,8,12,566,0,12566,"",NA
"8676","Middle Creek 2","2020s","2/3/2019",2019,8,"Pimelea axiflora","Pimelea",6,6,10,28,2735,0,282735,"",NA
"8677","Middle Creek 2","2020s","2/3/2019",2019,8,"Pimelea axiflora","Pimelea",6,3,11,28,2735,0,282735,"",NA
"8678","Middle Creek 2","2020s","2/3/2019",2019,8,"Pimelea axiflora","Pimelea",6,2,5,28,2735,0,282735,"",NA
"8679","Middle Creek 2","2020s","2/3/2019",2019,8,"Pimelea axiflora","Pimelea",8,16,29,50,264,0,50264,"",NA
"8680","Middle Creek 2","2020s","2/3/2019",2019,8,"Pimelea axiflora","Pimelea",9,19,14,63,615375,0,6361538,"",NA
"8681","Middle Creek 2","2020s","2/3/2019",2019,8,"Pimelea axiflora","Pimelea",13,10,17,132,728375,0,13272838,"",NA
"8682","Middle Creek 2","2020s","2/3/2019",2019,8,"Pimelea axiflora","Pimelea",14,10,9,153,9335,0,1539335,"",NA
"8683","Middle Creek 2","2020s","2/3/2019",2019,8,"Pimelea axiflora","Pimelea",22,19,15,380,1215,0,3801215,"",NA
"8684","Middle Creek 2","2020s","2/3/2019",2019,8,"Pimelea axiflora","Pimelea",43,46,22,1452,158375,0,145215838,"",NA
"8685","Middle Creek 2","2020s","2/3/2019",2019,8,"Pimelea axiflora","Pimelea",74,39,32,4300,7135,0,43007135,"",NA
"8686","Middle Creek 2","2020s","2/3/2019",2019,9,"Pimelea axiflora","Pimelea",2,4,5,3,1415,0,31415,"",NA
"8687","Middle Creek 2","2020s","2/3/2019",2019,9,"Pimelea axiflora","Pimelea",3,1,4,7,68375,0,706838,"",NA
"8688","Middle Creek 2","2020s","2/3/2019",2019,9,"Pimelea axiflora","Pimelea",4,2,5,12,566,0,12566,"",NA
"8689","Middle Creek 2","2020s","2/3/2019",2019,9,"Pimelea axiflora","Pimelea",6,5,8,28,2735,0,282735,"",NA
"8690","Middle Creek 2","2020s","2/3/2019",2019,9,"Pimelea axiflora","Pimelea",9,7,12,63,615375,0,6361538,"",NA
"8691","Middle Creek 2","2020s","2/3/2019",2019,9,"Pimelea axiflora","Pimelea",14,10,13,153,9335,0,1539335,"",NA
"8692","Middle Creek 2","2020s","2/3/2019",2019,9,"Pimelea axiflora","Pimelea",19,9,11,283,520375,0,28352038,"",NA
"8693","Middle Creek 2","2020s","2/3/2019",2019,9,"Pimelea axiflora","Pimelea",22,10,16,380,1215,0,3801215,"",NA
"8694","Middle Creek 2","2020s","2/3/2019",2019,10,"Pimelea axiflora","Pimelea",1,1,4,0,785375,7,8,"5.40E+00",NA
"8695","Middle Creek 2","2020s","2/3/2019",2019,10,"Pimelea axiflora","Pimelea",2,2,6,3,1415,0,31415,"",NA
"8696","Middle Creek 2","2020s","2/3/2019",2019,10,"Pimelea axiflora","Pimelea",3,2,3,7,68375,0,706838,"",NA
"8697","Middle Creek 2","2020s","2/3/2019",2019,10,"Pimelea axiflora","Pimelea",3,2,7,7,68375,0,706838,"",NA
"8698","Middle Creek 2","2020s","2/3/2019",2019,10,"Pimelea axiflora","Pimelea",4,1,10,12,566,0,12566,"",NA
"8699","Middle Creek 2","2020s","2/3/2019",2019,10,"Pimelea axiflora","Pimelea",5,3,11,19,634375,0,1963438,"",NA
"8700","Middle Creek 2","2020s","2/3/2019",2019,10,"Pimelea axiflora","Pimelea",7,10,18,38,483375,0,3848338,"",NA
"8701","Middle Creek 2","2020s","2/3/2019",2019,10,"Pimelea axiflora","Pimelea",8,3,11,50,264,0,50264,"",NA
"8702","Middle Creek 2","2020s","2/3/2019",2019,10,"Pimelea axiflora","Pimelea",10,5,13,78,5375,0,785375,"",NA
"8703","Middle Creek 2","2020s","2/3/2019",2019,10,"Pimelea axiflora","Pimelea",14,7,8,153,9335,0,1539335,"",NA
"8704","Middle Creek 2","2020s","2/3/2019",2019,10,"Pimelea axiflora","Pimelea",15,7,14,176,709375,0,17670938,"",NA
"8705","Middle Creek 2","2020s","2/3/2019",2019,10,"Pimelea axiflora","Pimelea",17,21,14,226,973375,0,22697338,"",NA
"8706","Middle Creek 2","2020s","2/3/2019",2019,11,"Pimelea axiflora","Pimelea",1,1,6,0,785375,7,8,"5.40E+00",NA
"8707","Middle Creek 2","2020s","2/3/2019",2019,11,"Pimelea axiflora","Pimelea",1,1,7,0,785375,7,8,"5.40E+00",NA
"8708","Middle Creek 2","2020s","2/3/2019",2019,11,"Pimelea axiflora","Pimelea",2,2,6,3,1415,0,31415,"",NA
"8709","Middle Creek 2","2020s","2/3/2019",2019,11,"Pimelea axiflora","Pimelea",2,2,9,3,1415,0,31415,"",NA
"8710","Middle Creek 2","2020s","2/3/2019",2019,11,"Pimelea axiflora","Pimelea",2,1,4,3,1415,0,31415,"",NA
"8711","Middle Creek 2","2020s","2/3/2019",2019,11,"Pimelea axiflora","Pimelea",3,1,5,7,68375,0,706838,"",NA
"8712","Middle Creek 2","2020s","2/3/2019",2019,11,"Pimelea axiflora","Pimelea",4,3,10,12,566,0,12566,"",NA
"8713","Middle Creek 2","2020s","2/3/2019",2019,11,"Pimelea axiflora","Pimelea",5,5,10,19,634375,0,1963438,"",NA
"8714","Middle Creek 2","2020s","2/3/2019",2019,11,"Pimelea axiflora","Pimelea",5,6,8,19,634375,0,1963438,"",NA
"8715","Middle Creek 2","2020s","2/3/2019",2019,11,"Pimelea axiflora","Pimelea",6,5,11,28,2735,0,282735,"",NA
"8716","Middle Creek 2","2020s","2/3/2019",2019,11,"Pimelea axiflora","Pimelea",6,8,12,28,2735,0,282735,"",NA
"8717","Middle Creek 2","2020s","2/3/2019",2019,11,"Pimelea axiflora","Pimelea",9,5,11,63,615375,0,6361538,"",NA
"8718","Middle Creek 2","2020s","2/3/2019",2019,11,"Pimelea axiflora","Pimelea",9,7,10,63,615375,0,6361538,"",NA
"8719","Middle Creek 2","2020s","2/3/2019",2019,11,"Pimelea axiflora","Pimelea",15,10,19,176,709375,0,17670938,"",NA
"8720","Middle Creek 2","2020s","2/3/2019",2019,11,"Pimelea axiflora","Pimelea",19,27,19,283,520375,0,28352038,"",NA
"8721","Middle Creek 2","2020s","2/3/2019",2019,11,"Pimelea axiflora","Pimelea",21,18,19,346,350375,0,34635038,"",NA
"8722","Middle Creek 2","2020s","2/3/2019",2019,11,"Pimelea axiflora","Pimelea",22,18,19,380,1215,0,3801215,"",NA
"8723","Middle Creek 2","2020s","2/3/2019",2019,11,"Pimelea axiflora","Pimelea",22,12,26,380,1215,0,3801215,"",NA
"8724","Middle Creek 2","2020s","2/3/2019",2019,11,"Pimelea axiflora","Pimelea",28,15,17,615,734,0,615734,"",NA
"8725","Middle Creek 2","2020s","2/3/2019",2019,11,"Pimelea axiflora","Pimelea",30,18,26,706,8375,0,7068375,"",NA
"8726","Middle Creek 2","2020s","2/3/2019",2019,11,"Pimelea axiflora","Pimelea",34,23,12,907,8935,0,9078935,"",NA
"8727","Middle Creek 2","2020s","2/3/2019",2019,11,"Pimelea axiflora","Pimelea",37,14,30,1075,178375,0,107517838,"",NA
"8728","Middle Creek 2","2020s","2/3/2019",2019,12,"Pimelea axiflora","Pimelea",1,1,6,0,785375,7,8,"5.40E+00",NA
"8729","Middle Creek 2","2020s","2/3/2019",2019,12,"Pimelea axiflora","Pimelea",3,5,7,7,68375,0,706838,"",NA
"8730","Middle Creek 2","2020s","2/3/2019",2019,12,"Pimelea axiflora","Pimelea",4,3,10,12,566,0,12566,"",NA
"8731","Middle Creek 2","2020s","2/3/2019",2019,12,"Pimelea axiflora","Pimelea",5,3,9,19,634375,0,1963438,"",NA
"8732","Middle Creek 2","2020s","2/3/2019",2019,12,"Pimelea axiflora","Pimelea",5,2,18,19,634375,0,1963438,"",NA
"8733","Middle Creek 2","2020s","2/3/2019",2019,12,"Pimelea axiflora","Pimelea",6,9,15,28,2735,0,282735,"",NA
"8734","Middle Creek 2","2020s","2/3/2019",2019,12,"Pimelea axiflora","Pimelea",6,5,10,28,2735,0,282735,"",NA
